expmod,kurt,Li,count1,count2
210,5.1975,9.0863,22.5,79.25
195,6.1481,7.9672,24.5,75.5
210,6.7602,8.6759,24.5,76.0
150,1.7221,23.758000000000006,25.25,79.0
210,6.2078,7.8024,20.25,78.5
210,5.7759,8.7992,19.5,74.0
210,7.777,9.8791,19.25,69.25
225,7.2237,12.591,21.75,73.75
195,3.2519,46.612,28.75,80.0
195,6.4299,22.534,23.25,76.25
180,3.2561,7.6648,25.25,77.5
150,3.6387,9.0521,18.0,67.25
180,6.6610000000000005,8.3189,24.0,73.0
165,0.74344,13.349,30.5,87.5
210,3.6907,5.928,30.0,73.25
210,7.0263,8.6166,21.25,73.25
210,6.8871,7.7487,22.25,74.25
180,7.8034,10.173,19.25,71.5
210,6.1931,7.9017,19.5,69.5
195,7.507999999999999,8.2463,21.25,68.25
210,6.7731,6.2235,27.0,71.0
180,8.6126,8.4896,21.75,76.0
195,6.4775,8.0099,25.25,69.5
195,8.8519,6.6082,25.25,76.75
195,8.1645,11.495,20.0,68.5
210,7.3304,6.9895,25.75,71.25
195,8.1221,13.726,23.25,77.0
240,4.142,6.5120000000000005,26.0,77.0
195,5.4291,5.1547,21.5,68.75
195,4.4669,6.287000000000001,24.0,74.5
195,6.1752,4.7556,26.25,70.5
210,7.1933,7.3324,17.0,70.75
195,7.3866,9.1166,18.75,66.5
180,6.8733,8.3222,23.25,72.75
210,6.8403,6.0065,25.25,70.5
180,7.7937,8.4988,25.75,74.25
210,6.2108,4.6157,24.25,68.5
210,4.8434,8.5255,27.25,70.25
210,5.5991,5.7313,26.25,70.5
210,5.4186,9.3036,23.5,69.25
195,4.9168,5.723,25.5,76.5
195,6.2503,5.1405,24.0,69.25
195,5.2719,7.827000000000001,28.75,76.75
210,6.3014,5.7035,23.75,68.75
195,4.8892,10.872,27.5,72.25
240,5.7402,5.0654,25.5,67.25
195,4.6516,9.5458,27.75,72.5
195,5.294,6.7239,26.5,69.25
195,5.1072,7.5216,27.75,72.25
195,6.1389,5.9109,25.75,71.0
240,-1.5189,47.045,43.75,103.0
225,-1.5595,14.121,50.5,101.0
225,-1.5225,29.951,38.0,96.0
225,-1.5117,59.15600000000001,28.25,82.5
225,-1.4682,18.31,33.5,94.25
225,-1.4065,43.64100000000001,27.5,90.0
210,-1.3307,45.063,43.0,96.75
210,-1.3193,54.11,43.5,97.5
210,-0.5424800000000001,78.19,44.25,109.75
225,-0.71527,51.149,61.0,95.25
180,4.2113,14.653,26.5,78.0
165,4.2174,17.154,27.5,78.5
195,3.0712,12.41,24.75,79.5
225,5.7239,9.3355,22.0,76.25
210,2.9319,14.448,25.25,78.0
210,4.3915,6.7133,21.75,73.25
225,4.3506,7.8676,26.0,74.25
210,3.9236,8.0753,22.25,78.0
225,6.6517,7.5882,21.25,73.75
210,6.1969,7.0676,24.0,72.25
210,6.5682,9.1426,21.0,75.0
225,2.5807,15.768,26.0,76.0
210,2.491,14.962,22.75,81.0
210,7.9945,8.0637,17.25,64.0
195,6.9061,8.127,25.25,68.0
225,5.9583,5.7741,21.0,69.25
225,5.7645,6.9938,19.5,66.0
225,7.1711,8.6304,24.75,70.5
210,6.5941,8.7519,25.5,69.5
180,6.2671,9.0185,19.25,73.0
195,6.9671,9.8749,23.75,74.75
180,7.792999999999998,9.9766,20.0,73.25
210,8.9275,20.463,23.5,77.0
180,10.587,14.56,20.75,77.0
180,8.5077,12.046,20.75,75.25
165,7.6319,9.2763,20.75,72.25
225,6.9158,10.186,17.25,74.25
195,6.2159,12.225,20.75,74.25
210,6.1457,10.151,20.5,74.25
210,5.1671,12.226,19.75,74.25
150,5.9972,6.8917,18.0,67.5
165,5.9533,11.145,22.25,75.0
210,6.5471,10.382,19.75,75.0
195,5.4131,9.1838,25.75,74.0
195,6.2591,3.755,23.5,68.5
225,8.6841,7.2012,23.75,71.75
195,8.2106,6.0794,22.75,67.75
210,6.6072,8.5119,24.75,70.25
195,5.1476,4.3181,26.75,71.0
240,6.9206,3.7481,24.75,71.5
195,7.7346,8.5868,26.75,76.0
180,8.6214,8.2888,21.75,69.0
210,7.3109,8.5857,24.5,71.25
210,5.1971,5.4459,22.75,70.0
210,6.14,5.8626,21.75,68.0
180,7.4325,13.311,25.0,72.5
210,9.4423,7.8678,22.5,77.25
210,5.3009,5.6662,20.75,69.25
180,5.3646,6.0722,28.75,71.75
225,7.8399,4.96,23.5,70.5
195,5.7828,5.2086,22.75,70.25
195,5.1735,8.0582,29.0,78.5
210,7.6652,7.9884,20.75,65.25
180,6.8624,11.546,21.25,69.75
240,3.8772,19.556,18.75,80.0
240,4.68,15.031,25.5,76.5
165,8.2314,12.344,21.0,72.75
180,8.1379,8.3959,24.0,70.75
210,6.4832,4.8397,23.75,68.75
225,5.6861,10.819,28.25,73.25
195,10.182,6.7011,23.75,73.5
180,9.5755,7.7879,19.5,69.25
210,8.5541,23.622,24.75,78.75
210,11.005999999999998,6.2628,19.5,71.0
225,4.9773,9.9843,26.25,70.0
195,5.2766,6.5355,24.0,71.25
195,6.4776,5.1845,23.5,68.25
195,9.1085,9.0063,22.25,75.5
210,5.5874,6.3998,22.25,69.75
180,6.4045,17.772000000000006,27.75,75.75
225,7.9139,6.5884,24.0,70.0
180,6.5957,8.3586,23.25,70.75
195,5.0699,4.5814,27.25,73.0
210,6.8407,5.1841,24.0,67.5
195,5.0056,9.9045,30.0,76.25
225,8.5081,10.568,22.25,72.5
195,5.3122,10.767,23.25,70.75
210,6.6754,4.6367,23.25,65.25
210,5.62,6.7804,23.0,70.25
195,5.3274,6.4236,28.5,72.25
210,6.7258,4.3618,23.75,66.25
195,4.8053,9.6307,27.75,69.75
195,6.2297,4.6327,25.0,72.25
240,5.235,9.3054,27.75,72.0
195,11.345999999999998,9.4404,22.5,66.25
180,8.3316,7.0426,21.75,67.0
210,5.5539,5.4112,26.5,72.75
195,6.0059,5.6186,24.0,70.25
195,5.7397,6.9817,26.25,73.0
195,6.8872,5.2004,23.5,68.5
195,5.5541,6.6105,25.75,75.25
195,8.718,9.8456,23.0,70.0
165,7.7075,10.837,25.25,75.5
210,6.5594,6.2739,25.0,68.25
210,5.1766,10.073,27.0,74.0
195,6.4005,5.4592,24.75,70.5
225,5.3824,8.3892,24.25,70.75
195,5.8973,5.5423,24.75,70.75
195,6.1703,4.6275,20.75,65.75
210,5.2962,5.1413,28.0,73.75
195,6.5006,3.5639,23.75,65.75
180,5.471,9.0293,30.0,75.75
240,6.6843,5.6134,24.25,69.25
195,5.9945,9.547,26.5,74.5
210,6.5363,5.8688,25.75,73.0
210,5.8174,7.2213,26.75,74.25
195,7.0488,4.9468,24.75,68.25
195,5.8304,8.0382,27.75,76.5
195,7.103,4.3572,24.5,73.5
195,5.8268,9.8702,27.75,74.0
240,7.2739,5.6055,24.5,72.25
210,5.4949,8.0544,28.75,74.75
210,6.9272,2.7533,25.25,71.75
210,5.3963,9.9812,27.5,73.5
210,6.6656,3.9984,24.25,68.75
210,5.3413,8.4538,27.5,75.0
195,6.5757,5.2288,24.0,74.0
195,5.5554,7.2323,22.5,69.0
195,6.0269,5.4465,24.75,75.75
210,5.4327,6.2217,22.5,67.25
195,5.4016,5.6503,22.25,71.0
210,5.6624,5.3987,20.75,70.0
180,4.6449,9.0938,28.75,72.25
210,6.3206,4.9785,23.5,71.25
210,5.0637,10.12,26.75,72.0
195,6.1791,4.9742,23.75,71.25
270,5.4557,16.891,27.0,78.25
315,6.5493,8.9993,25.75,71.75
225,5.5087,12.528,26.75,76.5
240,6.5375,4.375,24.75,73.75
210,5.4282,6.9026,27.25,74.0
195,4.5959,7.5318,28.75,77.25
195,6.8849,10.386,21.75,73.5
225,-1.6184,42.412,46.5,106.5
180,6.6481,7.9509,20.25,73.25
210,6.3241,15.002,26.5,75.0
195,4.8873,5.8594,24.5,72.25
240,4.8126,7.4905,22.25,67.25
225,4.3045,6.4676,29.0,72.5
225,5.4956,5.6662,23.75,69.25
195,4.77,5.52,23.75,71.5
225,4.9008,9.0465,29.0,74.5
225,5.5883,6.1716,24.5,72.0
225,4.9519,7.6092,27.5,73.75
195,4.7208,4.4599,24.75,72.5
225,5.7072,4.8236,25.0,69.0
195,4.8285,8.7621,27.5,74.75
195,6.058,5.4909,26.5,75.25
225,5.3399,4.3948,22.0,68.5
210,5.0051,7.9983,26.75,74.25
210,7.4558,8.1056,23.0,68.25
270,6.3723,20.79,35.0,85.25
225,6.2082,8.967,23.25,72.25
195,4.7045,10.151,30.5,80.5
195,6.3218,4.6626,23.0,69.75
210,5.3602,8.9933,26.25,71.75
180,5.606,10.013,21.75,63.5
195,6.5851,6.6879,24.75,71.0
195,4.9575,8.5253,26.5,69.5
210,6.184,8.8082,23.75,69.25
225,6.1107,5.5155,23.5,74.25
195,5.0133,9.363,27.5,70.5
195,10.987,7.7658,20.5,68.25
195,6.0934,5.3765,23.75,69.25
210,7.9937,16.502,25.5,71.75
195,6.2873,4.3755,25.0,72.5
195,6.3443,6.2826,24.75,68.5
195,5.2203,8.2994,22.25,70.75
210,6.4498,4.7695,24.5,69.0
225,4.6262,11.898,26.5,70.25
210,5.8221,5.6506,26.0,71.25
195,6.3935,5.1049,25.25,68.5
210,4.9103,7.332999999999998,27.25,69.75
195,5.252000000000002,6.0453,23.75,70.0
195,5.6688,5.7148,21.25,66.75
195,5.0292,7.2085,29.25,71.5
225,5.8992,5.8082,22.75,68.5
225,4.6198,8.1305,27.75,69.75
195,5.271,4.5337,24.0,71.75
210,10.06,8.2572,20.75,70.75
165,4.3625,11.4,23.75,69.75
210,5.3009,6.5524,23.5,68.5
210,5.8266,5.6803,20.75,68.75
195,5.0095,10.153,26.25,73.0
195,4.6756,5.3391,22.25,68.5
210,6.0109,6.19,22.0,68.5
195,4.7773,9.3188,27.75,74.25
225,4.1072,5.9289999999999985,27.75,76.25
210,5.1112,6.2522,23.5,67.0
225,4.9465,8.7161,27.5,72.5
180,8.6536,10.482,24.0,74.75
195,4.4902,6.4674,24.5,69.5
210,5.4806,5.7992,21.25,67.5
195,7.7961,8.3443,27.25,73.5
195,7.3261,10.791,20.0,76.0
195,8.3093,9.1631,23.5,72.0
195,4.6787,6.9004,25.75,74.5
210,4.7723,7.1708,22.5,68.0
210,9.0952,9.7396,22.75,72.5
195,7.2575,5.4519,26.25,73.5
210,5.1838,4.8676,21.5,69.25
225,4.1744,7.0389,28.0,74.0
195,9.7889,8.5689,22.25,63.5
165,8.337,9.4898,24.25,71.5
195,8.4086,9.8975,26.25,74.5
210,8.4182,9.7746,22.75,69.0
225,5.8004,5.9285,21.75,70.75
225,4.5508,8.2915,27.25,72.5
180,8.7939,23.456,25.25,74.5
180,7.7705,7.7136,28.25,72.75
195,6.5077,5.3161,23.75,69.75
240,4.6655,5.8074,26.5,68.75
210,5.0103,8.8757,27.25,71.25
195,5.3117,5.7229,27.0,71.75
225,5.9979,6.6689,24.5,71.0
225,4.5686,4.6431,21.5,66.5
225,4.5142,8.9481,26.0,73.75
195,7.6677,8.2384,25.75,69.0
195,8.4127,7.4334,23.0,72.0
240,4.1261,6.7341,25.5,69.75
210,7.7592,9.5444,20.75,70.0
210,5.3197,4.9574,23.0,68.25
180,8.1584,9.4534,25.0,67.5
210,4.2223,8.0304,23.5,74.25
165,8.6403,9.1619,23.5,76.75
195,4.7183,5.5756,29.0,71.5
210,6.5689,6.8887,22.75,67.75
195,8.7534,8.1983,24.75,74.75
180,9.1109,9.6185,26.25,73.5
225,5.4546,6.2491,26.5,71.5
210,6.1425,3.9273,23.75,69.25
210,5.1712,5.5634,22.0,69.75
195,4.8848,10.682,28.0,74.75
225,5.3405,5.1421,25.5,72.25
210,6.5381,5.0158,22.75,68.5
210,5.1656,4.72,27.25,68.75
210,5.1989,6.9738,30.0,75.5
210,5.4943,7.296,26.75,68.75
225,3.5985,46.587,28.25,88.25
225,4.7017,19.821,28.75,84.0
195,5.209,5.6751,24.75,71.5
225,6.3625,5.4262,23.25,72.25
210,5.0145,7.765,28.0,74.0
195,5.1747,7.0934,27.5,76.75
165,5.3084,9.2696,24.0,75.0
210,4.0065,8.0453,23.75,70.0
195,7.3342,14.199000000000002,24.5,76.25
150,8.587,11.308,21.0,69.25
120,1.0771,8.69,28.25,75.75
150,8.5721,11.341,28.25,77.5
165,1.8389,28.254,40.25,83.5
165,7.2295,16.442,29.75,81.25
180,7.1246,14.117,27.5,74.25
120,4.1837,24.765,25.5,80.0
150,5.0796,14.902,29.75,83.75
135,6.3588,12.456,22.25,67.25
165,7.4593,14.673,23.75,73.0
150,7.3187,34.793,27.75,76.0
195,2.7413,18.103,27.0,79.75
150,12.715,9.9363,18.25,68.0
180,1.8705,11.05,27.5,78.75
150,10.842,10.831,20.75,73.0
180,10.826,10.057,28.5,76.5
150,7.0281,11.595,28.25,76.25
135,2.6697,8.0455,28.0,73.0
225,7.0256,7.4345,26.75,75.0
180,5.4598,7.9311,23.25,73.25
180,6.1215,5.6635,25.25,72.0
210,4.7969,10.022,27.0,74.75
180,6.3739,7.7235,29.0,75.25
165,6.2286,9.8123,26.0,74.75
150,5.2667,6.5188,27.0,75.75
165,5.91,9.3607,20.0,73.5
225,3.7973,3.74,28.25,79.0
210,6.9502,8.3201,24.25,70.25
180,4.2174,7.4278,27.5,74.25
225,6.8483,7.6006,24.25,74.0
210,3.5929,10.935,29.5,76.75
225,5.8158,8.9095,26.25,75.0
195,4.9228,6.5829,23.75,72.0
195,6.7392,6.8996,21.0,74.25
165,6.1441,7.2241,21.0,76.25
180,5.3217,9.4199,26.75,79.5
180,4.2035,7.5215,28.5,79.0
165,5.3981,9.3227,25.5,76.0
210,5.3203,8.0164,28.5,74.25
195,3.6455,7.1720000000000015,24.5,75.75
225,4.5585,6.6718,34.5,79.25
150,5.1110000000000015,5.3021,27.5,73.5
150,5.1227,7.0708,31.75,78.0
195,5.3154,5.9351,28.0,77.0
195,4.8337,9.3243,27.25,74.75
210,3.8783,8.9989,27.5,80.25
165,4.3816,5.3373,26.5,73.75
165,4.2205,9.0228,27.0,76.75
225,3.8922,8.5454,32.25,79.25
195,4.6845,5.7788,29.5,79.25
195,4.727,8.0773,28.0,75.5
195,4.0547,9.2031,25.5,78.0
195,3.0823,7.8922,31.0,76.25
165,4.1688,7.9458,29.25,76.0
225,3.8399,5.4311,28.0,75.25
165,4.2548,7.1061,28.0,74.25
210,4.8446,7.9517,27.25,76.25
165,3.2885,5.7593,28.25,75.25
165,3.9335,7.7555,29.25,77.25
210,4.0436,7.7524,23.75,78.75
165,5.0717,9.5309,22.5,72.75
195,4.5346,8.3391,23.5,65.75
210,5.1560000000000015,9.1227,26.75,75.75
165,3.5617,4.512,32.5,79.25
195,3.2386,4.0391,28.5,75.0
165,3.2109,5.8418,30.75,79.25
270,2.6588,4.2346,32.25,77.75
210,4.0374,8.242,23.5,79.0
225,2.9528,4.9545,25.5,72.0
180,3.42,7.7723,29.5,75.75
165,5.1423,9.0001,24.25,69.75
120,3.3403,6.9244,30.75,77.5
150,3.9324,6.3098,27.0,77.25
195,3.5121,5.2077,32.0,76.5
165,4.1731,5.2993,32.0,77.25
180,4.3283,6.4442,29.5,79.0
195,4.204,5.2302,26.5,76.0
180,5.0111,8.4939,26.5,75.25
195,4.3222,7.0135,28.0,75.5
195,4.2628,6.4688,29.75,77.25
225,3.8746,7.806,29.25,76.75
240,5.1194,7.7559,26.75,70.5
180,4.5571,10.264,22.25,74.75
180,4.4917,7.9462,24.25,74.5
165,5.3746,8.4403,28.5,75.5
165,4.1873,7.6501,30.25,78.0
135,4.8167,9.5653,27.75,76.5
195,5.0643,9.4701,27.75,76.75
165,3.7272,12.152,30.25,76.25
165,6.1353,9.7259,28.5,76.5
165,2.2718,7.4476,30.75,76.5
165,5.0748,9.6064,28.5,78.75
165,4.5711,6.9266,30.5,76.25
180,4.8833,6.8442,21.75,70.0
165,5.4342,10.685,23.5,71.0
180,5.0353,9.0396,25.75,77.0
180,6.1148,8.3893,23.5,68.5
150,3.8705,6.0077,27.25,77.75
150,3.7946,7.6772,29.75,75.0
150,6.1292,9.2205,25.25,75.5
180,5.0047,7.7259,29.0,76.0
180,5.5324,9.5443,23.5,73.75
180,4.7073,9.0538,21.25,72.0
210,4.3968,7.1049,28.25,75.75
165,5.9543,10.395,28.5,76.25
195,6.727,11.03,25.25,76.5
210,7.2781,11.003,20.25,72.0
165,6.0669,12.114,25.25,74.5
210,6.3065,10.561,26.25,76.25
210,5.975,14.959,23.75,72.75
195,6.0543,9.1768,26.25,75.75
210,6.744,10.106,19.0,75.5
180,6.666,10.116,22.25,75.25
180,5.6336,9.5253,25.0,74.5
180,6.3375,11.904000000000002,23.75,74.0
210,6.6723,9.6433,20.75,76.25
165,6.8861,7.0587,24.75,77.0
150,6.5771,8.0266,25.75,70.75
195,6.8438,12.101,23.25,80.25
180,4.0,11.271,23.25,74.75
210,8.1472,33.246,23.0,70.0
165,5.8951,10.957,25.25,73.5
180,6.7366,10.699000000000002,27.5,79.5
165,6.981,8.952,22.25,74.75
165,7.2662,10.058,17.0,69.5
180,6.5986,12.561,29.5,76.25
180,7.1214,9.9015,25.75,78.5
195,6.4408,28.713,26.0,75.5
210,3.6971,24.559,27.75,76.0
165,5.8449,11.05,26.5,76.25
165,4.4922,16.979,29.0,78.25
195,4.5211,10.345,23.0,72.75
165,5.3958,10.324000000000002,26.0,78.25
180,6.2231,8.8107,26.75,74.25
165,5.8131,8.1698,26.75,75.25
210,5.2396,10.157,30.0,79.5
195,6.7782,11.720999999999998,23.25,73.5
195,5.5096,8.0493,26.25,76.75
195,6.086,8.6869,25.5,75.5
165,6.1621,9.2039,27.75,76.0
165,6.0917,9.5361,24.5,75.0
150,4.2044,25.755,27.0,75.5
195,6.9764,18.159,24.75,72.5
180,5.8115,8.3999,28.0,74.0
195,5.9579,10.845,26.25,78.75
225,5.9711,8.458,25.75,76.25
165,4.1257,11.878,19.5,69.5
165,3.2104,11.243,31.25,79.25
180,5.9086,8.7129,18.75,76.5
225,5.789,7.7797,23.5,73.0
180,6.6486,8.9408,24.75,75.0
210,5.4353,8.4434,25.75,75.75
195,6.3705,8.4821,23.75,71.0
195,5.9416,10.371,26.5,76.5
195,6.7209,8.0789,26.25,77.25
165,6.8965,8.6843,24.5,72.0
195,6.3923,10.343,24.0,76.5
180,6.0984,9.1764,17.25,69.75
210,6.1006,10.818,23.75,76.25
165,6.1393,9.8894,21.5,75.25
180,6.879,8.9766,23.5,70.0
180,6.7826,8.8831,26.25,76.5
180,3.1945,9.7408,26.75,77.0
180,2.2395,7.1018,28.25,78.25
165,7.7357,7.3425,23.75,70.5
165,5.1751,8.8006,28.75,72.75
150,2.824,6.1576,26.25,74.25
210,5.3189,10.104,26.0,73.25
195,6.8893,8.2578,20.0,71.75
150,3.4046,15.379,29.75,81.25
180,7.7253,9.6705,24.0,71.5
165,5.6298,9.0577,27.25,76.0
165,3.0914,11.464,32.5,82.0
195,7.0231,10.742,24.75,69.75
165,6.0725,9.7863,27.25,77.0
180,6.5120000000000005,7.3449,24.75,68.25
210,7.4355,6.9498,25.0,72.5
210,5.1318,7.0677,28.5,72.75
180,5.8173,7.5508,24.0,71.75
210,5.5914,9.3373,25.0,77.0
180,6.0554,7.5497,20.75,70.25
210,6.2755,11.046,24.5,71.0
195,6.7332,7.2234,23.75,71.75
195,4.198,12.038,30.25,76.5
180,5.0116,10.255,29.25,73.25
210,7.3168,5.4129,29.0,73.5
210,7.5281,7.0485,23.0,74.25
240,0.06552899999999999,23.251,47.0,92.75
225,-1.0367,70.215,23.0,100.25
225,5.5757,7.944,29.0,77.5
180,5.339,9.0841,23.75,74.5
195,6.8121,10.749,18.0,71.75
180,6.0124,7.7778,26.0,76.25
210,5.7457,10.15,23.25,72.5
210,7.6073,7.37,20.5,67.25
210,6.7797,7.0854,25.75,73.25
225,5.4659,7.0532,26.25,73.5
210,2.937,8.7643,23.75,73.5
210,5.6836,7.4916,28.0,81.25
210,5.8992,6.5629,23.75,75.0
165,5.3631,9.4368,31.75,79.75
195,6.1282,4.1908,24.5,71.75
195,5.1494,7.2614,26.0,72.5
195,6.0911,7.6709,24.5,73.25
210,7.3515,7.3813,24.5,74.5
180,6.313,9.568,25.5,73.75
210,4.9982,6.7883,25.75,77.75
195,5.9658,7.9194,24.25,78.0
210,5.4947,7.9319,27.25,75.5
165,1.9375,13.083,22.5,80.5
165,1.8369,9.3809,24.0,77.5
195,5.8829,8.2798,26.0,74.5
150,3.7792,9.417,20.25,69.0
165,6.0487,12.439,26.5,74.25
195,5.6919,8.7586,26.5,75.25
240,-0.18544,62.03,41.25,101.25
225,-0.59038,41.9,32.0,102.25
225,-0.8774,58.043,39.5,92.25
225,-0.62981,33.222,54.75,102.5
225,-1.1258,67.51899999999999,46.5,101.5
210,-1.4772,70.006,32.75,91.75
225,-1.4502,28.546,36.75,92.0
210,-1.3741,16.480999999999998,61.0,109.0
210,-1.4492,61.706,36.75,90.25
225,-1.3694,27.186,43.0,93.5
225,-1.3867,34.111,60.0,103.25
210,-1.34,64.178,39.75,97.0
210,-1.4258,50.056,35.5,94.25
225,-1.3981,58.309,41.25,95.0
225,-1.2643,18.451,44.25,103.0
210,-0.1112,53.31100000000001,39.75,97.0
255,-0.7657,49.279,59.25,110.5
240,0.15277000000000002,44.128,58.5,114.75
225,0.077373,36.377,43.25,109.5
210,2.2087,6.825,31.75,81.75
165,2.847,9.8849,25.25,78.0
165,4.4798,8.5471,20.25,74.25
180,1.1651,7.6681,24.75,72.0
165,3.0987,28.186,27.25,79.0
165,1.5992,11.731,19.5,76.5
150,4.2879,10.597,22.25,74.75
180,6.3557,10.122,25.25,77.25
210,7.3877,10.334,25.25,77.0
255,6.6917,8.7334,26.0,77.5
210,7.6116,8.5648,20.75,66.25
195,7.1676,8.3299,22.25,74.0
210,3.7295,14.675999999999998,32.0,80.25
165,5.6928,8.7932,22.5,75.5
180,6.1157,6.4719,25.5,75.75
165,5.3032,7.982,25.0,71.0
165,6.5619,7.9457,22.25,74.5
165,5.022,9.4812,27.5,75.5
195,6.564,7.7822,24.5,72.75
150,5.4163,7.9606,27.25,75.25
165,7.6868,8.5311,19.5,77.75
180,7.6729,8.943999999999997,23.5,72.0
180,7.5097,8.0116,25.5,79.5
165,7.9306,7.5396,20.25,71.0
195,6.6991,9.1716,25.25,74.0
210,6.4101,8.9146,26.0,69.5
225,6.2257,7.3873,29.5,81.0
165,4.3727,11.377,25.75,79.25
135,4.6464,10.447,27.25,75.75
195,5.6377,8.1629,26.0,73.5
165,6.5386,11.915,21.25,75.75
150,6.7511,9.2779,23.25,72.25
195,6.0208,8.5511,22.25,75.25
210,6.6422,8.6598,22.75,73.0
180,5.0404,7.0982,25.25,73.25
180,6.7733,11.174,23.75,72.75
195,6.9338,7.7574,23.75,77.5
180,6.7742,9.3577,25.5,67.25
195,5.4861,7.9101,24.75,73.0
165,5.1,8.4123,23.5,73.25
150,6.8178,9.2118,23.75,74.5
210,4.3833,7.9883,25.75,71.5
195,6.4969,6.8276,26.75,78.25
225,5.586,8.0459,25.25,76.75
165,3.979,4.5043,23.75,73.5
225,6.1584,7.5409,26.75,76.75
240,4.4782,6.535,30.5,74.0
240,4.924,6.5983,24.5,76.25
195,5.5658,9.3782,27.5,77.0
195,4.3029,11.168,28.5,77.0
210,6.722,8.6322,26.5,79.5
195,4.687,9.9419,26.5,74.25
195,2.8617,10.435,23.5,76.25
195,10.399,7.8325,22.25,75.5
180,1.8652,12.83,30.25,82.0
225,0.088676,56.343,53.0,107.25
225,3.8808,10.59,27.0,77.75
240,4.0645,6.4799,27.25,72.75
240,5.0294,7.24,26.25,75.0
180,3.3752,10.185,29.75,78.0
225,3.2097,6.0096,26.25,71.5
195,2.4558,9.2826,32.5,76.25
210,5.3998,5.678,27.5,75.5
240,4.3964,6.0683,27.5,78.25
180,3.5621,6.4309,24.75,76.5
195,4.2113,7.6026,28.0,73.75
225,3.6934,6.1918,30.0,76.5
240,5.0027,5.3636,29.5,75.25
225,4.6806,5.0396,28.25,76.0
210,4.9491,4.4995,29.0,76.0
225,4.0497,6.4301,33.25,77.0
225,5.1232,6.822,26.25,72.25
225,4.3899,6.4304,32.0,75.25
210,5.2348,4.4814,29.25,74.5
210,4.6422,5.9392,27.5,75.0
225,4.213,5.6693,30.25,77.75
225,5.4295,6.3152,29.25,74.5
195,3.873,5.9089,31.25,77.75
225,3.8086,4.6645,25.5,76.25
180,4.3454,5.8968,26.5,73.75
225,4.9487,6.73,27.75,73.5
150,4.4117,4.9267,28.0,77.5
210,4.4304,5.2121,22.5,70.75
210,5.3687,3.5935,27.25,76.0
225,4.2469,3.2482,30.0,76.25
195,4.9337,3.8309,30.0,77.25
180,4.0433,8.9032,26.5,75.75
210,-0.80479,60.948,35.75,88.5
195,-0.90595,45.627,26.0,72.75
195,-1.0233,51.423,39.25,92.0
195,-1.2196,46.149,44.75,90.75
195,-1.0016,41.368,55.25,96.5
195,-1.3688,58.345,67.0,111.75
285,0.25964,29.739,37.5,108.0
195,-0.4125,39.766,49.5,109.0
195,-1.08,26.259,52.25,105.0
195,-1.0225,43.025,53.75,108.25
210,-0.8340000000000001,50.688,48.5,90.5
240,-0.45261,47.64,71.0,115.5
195,-0.80848,50.88399999999999,78.25,110.25
255,-0.2009,19.897,61.5,111.25
300,-0.51444,38.51,61.0,106.0
225,0.66145,81.913,67.5,113.25
225,-0.63564,65.94800000000001,75.0,117.0
225,-0.19904,33.71,46.25,96.75
255,-1.0401,47.035,36.75,99.5
240,-0.18502,68.932,43.25,107.75
225,-1.2334,22.112,30.5,96.75
210,-0.77513,76.407,43.75,103.0
225,-0.46838,56.403,63.0,111.0
240,-0.56492,54.036,45.25,90.75
180,2.6213,40.097,34.0,93.25
195,-0.27377,83.475,34.25,93.5
240,-0.73587,46.091,42.5,100.0
210,-0.752,24.97,43.0,102.0
225,-0.67996,74.188,54.0,106.75
135,2.2872,40.835,13.25,67.25
135,0.068797,25.716,15.75,57.0
180,0.3615,5.6707,19.5,62.0
135,0.92568,43.544,28.5,84.75
165,1.4198,52.309,31.0,84.0
180,0.74663,31.056,26.5,86.5
165,-0.28522,59.835,36.75,85.75
165,-0.45562,16.99,38.75,83.25
195,-0.23998000000000005,23.483,38.5,92.25
195,1.2343,35.95,27.25,81.25
210,-0.65842,25.808000000000003,28.5,89.0
195,-0.12393,34.277,43.5,94.75
255,-0.14515999999999998,60.794,45.5,86.75
150,-0.28262,33.131,48.25,98.25
195,0.4547,43.294,38.5,86.75
180,0.31654,61.084,32.75,85.25
195,0.38588,51.603,42.25,79.75
210,-0.12513,19.776,39.75,84.75
150,-0.33029000000000003,20.206,40.0,87.5
195,0.016607,53.737,39.0,79.25
195,-0.12719,42.13,40.0,94.25
180,0.36672,50.31399999999999,26.25,75.5
165,0.5042399999999999,28.83,19.75,79.5
195,1.7417,20.046,28.0,76.0
210,1.8989,16.625,18.0,79.0
270,0.23293000000000005,15.199000000000002,21.25,75.75
240,-0.95982,41.01600000000001,21.75,82.0
225,-0.73549,37.639,35.75,94.25
210,-1.0924,69.273,34.0,89.25
210,-0.89449,55.883,40.75,90.5
210,-0.75346,25.338,24.75,90.5
165,0.064265,55.823,27.25,84.5
165,-0.29335,31.66,28.75,86.0
225,-1.1909,69.667,38.5,85.75
225,-1.2879,28.401,42.0,93.25
225,-1.2514,67.907,46.0,102.0
225,-0.68509,44.597,38.75,104.5
210,-1.3811,55.0,39.5,101.25
210,-0.9084,37.002,48.5,102.75
210,-0.20418,81.825,33.5,100.25
255,-1.107,54.87,33.75,86.75
210,0.40968,52.161,40.25,97.5
240,-0.81612,60.37,53.0,96.75
225,-1.0863,84.735,60.5,112.5
210,-1.0298,71.811,39.75,95.0
